unit_id,timestamp,vibration,current,temperature
1,2024-01-01 00:00:00,0.23368384756487387,3.047526083370796,38.61091221175876
1,2024-01-01 00:01:00,0.20910026440156737,2.9291378233120025,40.41308268624012
1,2024-01-01 00:02:00,0.20219020899824972,2.88288875490873,41.438353709080275
1,2024-01-01 00:03:00,0.2023362129996682,3.063796031158613,43.251254308346994
1,2024-01-01 00:04:00,0.15758794973552706,3.0548978174853967,40.53036706957618
1,2024-01-01 00:05:00,0.24600478008034163,2.954855192728729,40.74812965694102
1,2024-01-01 00:06:00,0.19183806205875334,3.0900696254714544,41.96321643889149
1,2024-01-01 00:07:00,0.19679657439608017,3.1260210272742692,42.11296526158386
1,2024-01-01 00:08:00,0.19583881226894637,2.932289850306398,42.826722395632125
1,2024-01-01 00:09:00,0.14845518297790142,2.9599487140572043,42.428124672933926
1,2024-01-01 00:10:00,0.19898058948029887,2.984449739371574,43.38877494031504
1,2024-01-01 00:11:00,0.242955426619766,3.2048617110089204,41.218837093509066
1,2024-01-01 00:12:00,0.23607894846963695,2.9809779851011884,41.055815720152594
1,2024-01-01 00:13:00,0.19195235418367665,3.074988215281156,41.77447754653949
1,2024-01-01 00:14:00,0.2397753746464643,2.9917226099520837,41.72441285570228
1,2024-01-01 00:15:00,0.1634393918779114,3.0552857369075297,41.67349354404466
1,2024-01-01 00:16:00,0.21697480172303324,3.106183174960462,42.87933454835666
1,2024-01-01 00:17:00,0.20095126405431482,2.959432885822336,41.246025271289405
1,2024-01-01 00:18:00,0.24765024768502628,2.97513323430529,43.134822633320574
1,2024-01-01 00:19:00,0.20209340127419803,2.954077863457944,43.580043389725574
1,2024-01-01 00:20:00,0.2666878386507229,3.0051794053251335,43.655796794070895
1,2024-01-01 00:21:00,0.21400014251394117,3.0720353296844234,42.95640728465031
1,2024-01-01 00:22:00,0.2259429944871336,3.0357199966814528,43.4931013455051
1,2024-01-01 00:23:00,0.25733582886507816,3.0642044110080957,43.29846629434977
1,2024-01-01 00:24:00,0.25711491747528514,2.976587230425653,43.870091853322386
1,2024-01-01 00:25:00,0.21698040945987063,3.126938367404563,43.83509738922949
1,2024-01-01 00:26:00,0.2089415726404292,3.3404905429140985,44.78154181074898
1,2024-01-01 00:27:00,0.18267318957967657,3.1195165272949916,43.87352961681572
1,2024-01-01 00:28:00,0.23036581112884835,3.131453319484943,46.753329666732334
1,2024-01-01 00:29:00,0.19006340726588541,3.2185206342470356,47.32051736794395
1,2024-01-01 00:30:00,0.2011700486688226,3.068360803821512,45.28233769481228
1,2024-01-01 00:31:00,0.20512402544080666,2.948542150969434,42.489950764034404
1,2024-01-01 00:32:00,0.19004038605429519,3.099121397034686,46.07709858750685
1,2024-01-01 00:33:00,0.20426181323585277,3.211332861075303,46.5347109864943
